time,Bitcoin,Bitcoin Crash,Blockchain,Crisis,Cryptocurrency,Nicehash,Hashing,GPU,GeForce,mining,Tesla
2022-05-17 04:00:00,0,26,54,65,80,36,58,87,43,86,39
2022-05-17 05:00:00,0,37,78,57,69,23,76,76,34,78,34
2022-05-17 06:00:00,0,0,73,54,72,41,69,78,39,71,40
2022-05-17 07:00:00,0,21,80,49,73,67,61,50,26,79,30
2022-05-17 08:00:00,20,29,86,49,69,27,51,59,34,75,33
2022-05-17 09:00:00,0,9,61,45,72,16,57,84,49,71,35
2022-05-17 10:00:00,0,0,75,46,74,23,54,44,59,73,38
2022-05-17 11:00:00,0,8,60,65,61,63,71,64,46,82,40
2022-05-17 12:00:00,0,21,61,55,66,13,55,61,44,66,43
2022-05-17 13:00:00,27,13,64,68,67,61,62,68,56,83,56
2022-05-17 14:00:00,14,20,58,73,64,55,68,63,63,73,55
2022-05-17 15:00:00,0,7,72,75,66,45,45,69,63,74,55
2022-05-17 16:00:00,14,0,67,71,70,20,37,60,41,82,57
2022-05-17 17:00:00,0,22,70,72,65,14,58,69,48,72,54
2022-05-17 18:00:00,31,0,49,73,64,21,50,77,56,62,56
2022-05-17 19:00:00,18,44,54,83,66,33,39,69,58,64,60
2022-05-17 20:00:00,40,10,71,59,74,18,51,61,42,60,64
2022-05-17 21:00:00,0,45,51,94,83,52,46,82,71,78,59
2022-05-17 22:00:00,26,12,64,80,70,0,59,64,54,60,60
2022-05-17 23:00:00,54,26,54,70,78,12,46,70,66,61,59
2022-05-18 00:00:00,0,0,35,75,64,59,48,46,29,86,53
2022-05-18 01:00:00,0,36,38,88,61,33,25,74,39,79,48
2022-05-18 02:00:00,0,11,62,66,62,42,73,65,40,88,50
2022-05-18 03:00:00,0,23,69,51,65,86,44,73,64,100,46
2022-05-18 04:00:00,0,13,60,68,65,0,70,61,32,86,38
2022-05-18 05:00:00,25,25,74,73,68,23,51,60,44,80,36
2022-05-18 06:00:00,0,0,73,37,62,41,62,72,65,66,34
2022-05-18 07:00:00,0,21,72,73,61,39,100,83,54,73,32
2022-05-18 08:00:00,0,10,86,47,55,57,79,58,78,68,37
2022-05-18 09:00:00,0,0,61,51,65,45,51,58,49,52,32
2022-05-18 10:00:00,0,17,52,62,62,0,72,67,35,52,37
2022-05-18 11:00:00,16,8,57,59,61,36,54,54,49,69,36
2022-05-18 12:00:00,15,14,73,78,66,40,54,73,59,86,43
2022-05-18 13:00:00,14,7,79,73,63,44,56,70,56,76,52
2022-05-18 14:00:00,0,34,57,64,60,38,59,74,37,83,59
2022-05-18 15:00:00,14,28,69,83,65,32,62,68,50,72,64
2022-05-18 16:00:00,15,15,75,69,71,41,41,54,46,80,66
2022-05-18 17:00:00,0,0,61,85,66,35,36,72,65,69,68
2022-05-18 18:00:00,17,16,53,75,69,60,44,50,63,60,72
2022-05-18 19:00:00,38,0,61,85,68,75,54,58,63,57,75
2022-05-18 20:00:00,0,20,56,91,72,37,57,65,50,66,79
2022-05-18 21:00:00,0,22,42,73,74,20,68,58,68,67,78
2022-05-18 22:00:00,24,46,60,81,74,21,58,48,69,68,81
2022-05-18 23:00:00,0,0,69,81,66,37,19,49,33,84,75
2022-05-19 00:00:00,0,27,51,87,63,0,37,91,26,75,74
2022-05-19 01:00:00,0,0,59,85,58,47,58,66,41,96,65
2022-05-19 02:00:00,28,0,38,84,66,86,49,72,49,90,57
2022-05-19 03:00:00,0,41,59,84,59,37,57,54,40,84,56
2022-05-19 04:00:00,28,0,44,69,63,37,45,73,53,67,51
2022-05-19 05:00:00,0,39,60,56,58,36,70,81,42,81,52
2022-05-19 06:00:00,0,24,56,64,67,76,76,55,61,67,45
2022-05-19 07:00:00,0,33,67,49,61,50,95,63,43,68,39
2022-05-19 08:00:00,0,0,65,46,62,51,86,61,60,70,40
2022-05-19 09:00:00,42,21,78,47,62,28,69,44,38,65,40
2022-05-19 10:00:00,0,0,52,53,55,28,67,56,42,67,45
2022-05-19 11:00:00,19,0,54,60,56,34,54,52,27,68,48
2022-05-19 12:00:00,0,8,48,60,58,31,45,54,48,65,54
2022-05-19 13:00:00,0,0,51,67,54,22,42,59,35,73,65
2022-05-19 14:00:00,0,15,59,83,59,28,63,60,46,70,64
2022-05-19 15:00:00,0,8,66,83,54,48,65,75,78,67,67
2022-05-19 16:00:00,0,22,43,68,61,47,41,61,74,66,62
2022-05-19 17:00:00,46,15,52,71,57,41,56,70,97,66,63
2022-05-19 18:00:00,0,23,72,78,57,21,54,57,90,62,61
2022-05-19 19:00:00,17,8,71,72,60,30,41,61,100,63,69
2022-05-19 20:00:00,36,18,49,74,64,57,49,59,98,55,71
2022-05-19 21:00:00,0,0,43,79,71,28,14,64,91,72,64
2022-05-19 22:00:00,24,23,59,87,64,31,41,67,87,65,62
2022-05-19 23:00:00,25,0,34,100,49,11,33,59,59,71,63
2022-05-20 00:00:00,0,0,49,73,55,54,52,73,78,81,56
2022-05-20 01:00:00,23,11,35,82,53,31,51,61,42,87,59
2022-05-20 02:00:00,0,34,41,83,52,31,61,78,45,74,56
2022-05-20 03:00:00,0,24,45,77,54,44,50,89,65,85,50
2022-05-20 04:00:00,0,12,39,78,58,33,44,71,41,74,45
2022-05-20 05:00:00,0,11,73,64,51,21,76,65,84,76,38
2022-05-20 06:00:00,0,10,76,55,57,10,76,67,67,78,39
2022-05-20 07:00:00,0,10,62,54,55,9,57,84,78,67,39
2022-05-20 08:00:00,0,0,82,51,52,9,58,100,92,64,38
2022-05-20 09:00:00,0,0,52,53,52,43,50,80,69,57,38
2022-05-20 10:00:00,0,0,60,44,55,16,67,73,64,55,40
2022-05-20 11:00:00,34,8,44,39,51,23,60,53,61,62,40
2022-05-20 12:00:00,0,8,66,67,55,42,55,65,75,71,46
2022-05-20 13:00:00,15,7,69,57,49,39,50,67,83,64,58
2022-05-20 14:00:00,0,0,75,71,52,26,41,59,61,72,74
2022-05-20 15:00:00,15,0,62,73,45,52,42,61,75,73,82
2022-05-20 16:00:00,15,7,51,69,56,7,38,57,64,61,89
2022-05-20 17:00:00,0,0,43,63,57,35,50,53,69,52,100
2022-05-20 18:00:00,0,8,71,68,62,38,44,51,63,63,95
2022-05-20 19:00:00,36,17,48,63,60,48,32,79,82,58,96
2022-05-20 20:00:00,40,29,48,66,55,18,35,49,64,52,89
2022-05-20 21:00:00,44,11,53,55,55,69,30,78,85,68,84
2022-05-20 22:00:00,49,0,32,66,52,22,63,74,79,62,78
2022-05-20 23:00:00,27,26,32,73,60,83,47,88,67,56,76
2022-05-21 00:00:00,0,13,39,60,56,35,36,73,47,64,71
2022-05-21 01:00:00,0,0,48,57,50,46,42,60,46,78,63
2022-05-21 02:00:00,26,25,50,74,54,58,21,58,78,79,63
2022-05-21 03:00:00,0,13,32,58,50,12,32,65,50,66,60
2022-05-21 04:00:00,0,13,57,56,55,24,51,52,65,61,54
2022-05-21 05:00:00,26,12,40,46,47,23,42,48,52,73,48
2022-05-21 06:00:00,0,12,50,45,47,43,56,57,41,67,42
2022-05-21 07:00:00,0,0,45,42,48,33,57,61,50,69,38
2022-05-21 08:00:00,23,0,69,44,51,52,35,58,73,69,35
2022-05-21 09:00:00,22,0,37,39,50,59,27,51,84,67,38
2022-05-21 10:00:00,0,10,45,40,53,56,29,72,83,63,32
2022-05-21 11:00:00,0,19,42,37,49,26,42,62,73,58,41
2022-05-21 12:00:00,0,9,37,44,49,41,27,68,75,48,40
2022-05-21 13:00:00,0,0,41,46,45,38,30,55,72,67,42
2022-05-21 14:00:00,33,0,46,37,51,59,43,75,60,54,42
2022-05-21 15:00:00,0,16,50,48,43,37,48,50,92,53,44
2022-05-21 16:00:00,17,17,45,45,46,69,44,55,52,63,45
2022-05-21 17:00:00,0,9,40,48,45,40,35,48,74,47,42
2022-05-21 18:00:00,0,0,32,49,48,36,25,57,63,38,53
2022-05-21 19:00:00,22,0,37,50,55,29,33,39,87,38,53
2022-05-21 20:00:00,47,0,32,51,49,21,41,87,79,57,56
2022-05-21 21:00:00,0,12,41,46,49,56,41,87,90,51,60
2022-05-21 22:00:00,56,41,39,58,49,100,34,67,91,63,57
2022-05-21 23:00:00,0,28,42,58,56,51,39,47,52,53,61
2022-05-22 00:00:00,0,29,36,51,44,53,24,70,97,58,55
2022-05-22 00:00:00,0,82,45,56,62,64,26,74,100,63,70
2022-05-22 01:00:00,0,78,22,61,62,46,21,62,47,54,64
2022-05-22 02:00:00,100,40,35,74,71,64,31,74,56,60,72
2022-05-22 03:00:00,0,0,42,61,59,16,27,48,45,68,53
2022-05-22 04:00:00,0,84,40,69,76,17,51,64,47,74,51
2022-05-22 05:00:00,0,0,59,62,72,65,50,93,95,62,49
2022-05-22 06:00:00,0,38,65,46,71,75,63,53,63,83,47
2022-05-22 07:00:00,44,36,65,68,79,57,40,57,60,64,49
2022-05-22 08:00:00,0,35,60,49,71,55,50,66,51,61,42
2022-05-22 09:00:00,41,0,45,65,68,40,44,61,59,57,37
2022-05-22 10:00:00,40,0,46,49,78,38,32,57,86,56,41
2022-05-22 11:00:00,0,30,43,42,68,48,40,55,75,62,44
2022-05-22 12:00:00,35,0,51,54,83,33,31,67,47,65,47
2022-05-22 13:00:00,0,0,37,46,70,10,40,64,53,64,45
2022-05-22 14:00:00,30,24,69,45,69,19,45,53,65,57,49
2022-05-22 15:00:00,29,24,40,56,63,28,44,60,63,61,53
2022-05-22 16:00:00,0,46,37,53,65,55,31,76,49,54,55
2022-05-22 17:00:00,29,24,38,46,73,28,47,76,63,65,61
2022-05-22 18:00:00,32,0,47,57,72,31,52,56,70,60,62
2022-05-22 19:00:00,0,27,47,63,79,54,57,67,40,52,70
2022-05-22 20:00:00,0,58,45,76,78,58,45,83,70,54,59
2022-05-22 21:00:00,83,0,32,82,84,27,59,75,72,65,67
2022-05-22 22:00:00,0,0,59,81,80,29,41,63,58,71,68
2022-05-22 23:00:00,0,0,56,82,72,62,30,70,47,64,79
2022-05-23 00:00:00,0,0,43,93,76,15,25,69,49,63,67
2022-05-23 01:00:00,0,71,54,76,69,42,39,52,26,81,61
2022-05-23 02:00:00,0,36,51,100,65,71,28,100,67,95,65
2022-05-23 03:00:00,0,0,81,74,75,0,41,61,44,80,60
2022-05-23 04:00:00,0,73,66,56,69,73,57,77,54,88,52
2022-05-23 05:00:00,0,0,69,64,80,14,46,46,26,77,45
2022-05-23 06:00:00,0,31,62,50,75,86,62,67,46,78,47
2022-05-23 07:00:00,0,58,75,60,73,57,61,75,35,68,44
2022-05-23 08:00:00,0,0,68,41,76,23,82,76,29,69,45
2022-05-23 09:00:00,0,0,74,45,78,55,61,53,61,67,49
2022-05-23 10:00:00,0,0,96,47,77,21,67,45,49,66,50
2022-05-23 11:00:00,30,24,62,45,77,57,63,65,62,62,49
2022-05-23 12:00:00,0,0,61,62,71,26,47,69,47,69,58
2022-05-23 13:00:00,26,0,52,78,76,17,79,48,62,71,79
2022-05-23 14:00:00,0,21,63,66,74,66,69,81,65,66,83
2022-05-23 15:00:00,26,0,72,68,79,34,54,69,73,78,84
2022-05-23 16:00:00,54,0,71,70,83,44,63,61,71,65,78
2022-05-23 17:00:00,0,23,50,77,81,9,63,59,62,76,79
2022-05-23 18:00:00,29,0,61,81,86,9,26,62,59,65,82
2022-05-23 19:00:00,0,0,55,54,84,99,58,73,49,58,85
2022-05-23 20:00:00,0,28,58,68,77,55,80,79,67,59,91
2022-05-23 21:00:00,0,32,70,85,85,38,28,75,62,76,86
2022-05-23 22:00:00,0,0,55,83,80,43,40,80,64,76,90
2022-05-23 23:00:00,0,0,62,97,80,60,38,60,63,90,83
2022-05-24 00:00:00,0,37,63,92,76,73,20,63,58,88,83
2022-05-24 01:00:00,0,35,71,88,73,0,54,58,55,82,76
2022-05-24 02:00:00,0,0,59,73,79,14,48,80,40,97,71
2022-05-24 03:00:00,0,37,78,84,69,30,37,76,59,95,61
2022-05-24 04:00:00,0,0,76,65,80,43,40,78,47,73,59
2022-05-24 05:00:00,0,35,83,67,81,55,62,79,58,78,52
2022-05-24 06:00:00,39,31,63,53,68,37,77,72,41,87,51
2022-05-24 07:00:00,0,30,94,53,66,47,89,85,55,70,46
2022-05-24 08:00:00,0,0,88,59,71,11,86,79,51,56,47
2022-05-24 09:00:00,69,0,64,52,78,55,83,76,36,84,44
2022-05-24 10:00:00,33,0,67,60,74,0,60,63,47,69,54
2022-05-24 11:00:00,30,24,65,51,69,48,59,67,66,62,54
2022-05-24 12:00:00,27,21,80,54,67,26,88,54,46,71,57
2022-05-24 13:00:00,0,21,50,71,77,58,58,60,51,70,71
2022-05-24 14:00:00,0,41,71,70,73,49,80,60,61,77,90
2022-05-24 15:00:00,0,0,55,77,72,51,33,71,53,58,86
2022-05-24 16:00:00,0,44,69,68,69,78,78,56,67,80,79
2022-05-24 17:00:00,0,46,70,85,73,18,58,67,55,71,78
2022-05-24 18:00:00,0,47,81,69,73,46,52,52,69,78,89
2022-05-24 19:00:00,31,100,45,86,80,30,47,65,74,64,95
2022-05-24 20:00:00,0,28,53,80,84,22,56,65,65,65,97
2022-05-24 21:00:00,0,63,51,94,76,25,66,93,44,68,100
2022-05-24 22:00:00,44,0,78,79,80,42,62,60,62,73,96
2022-05-24 23:00:00,0,0,56,92,58,15,37,77,62,65,87
2022-05-25 00:00:00,0,0,67,83,63,84,58,78,59,77,77
2022-05-25 01:00:00,0,34,52,87,65,41,60,63,47,78,62
2022-05-25 02:00:00,0,35,66,91,69,83,61,90,58,100,62
2022-05-25 03:00:00,0,74,60,91,75,0,45,84,55,91,72
2022-05-25 04:00:00,0,37,56,76,60,44,69,42,37,81,53
2022-05-25 05:00:00,0,35,79,68,73,14,72,63,51,70,45
2022-05-25 06:00:00,39,32,93,54,66,100,70,82,35,87,46
2022-05-25 07:00:00,0,60,77,63,64,12,59,70,36,79,51
2022-05-25 08:00:00,37,0,90,55,59,47,72,84,68,66,46
2022-05-25 09:00:00,0,0,88,63,75,11,74,53,49,70,52
2022-05-25 10:00:00,0,0,75,51,75,32,48,60,48,63,54
2022-05-25 11:00:00,0,0,74,61,68,29,51,46,49,69,61
2022-05-25 12:00:00,54,66,69,62,63,35,53,57,69,68,58
2022-05-25 13:00:00,25,0,97,66,66,45,52,85,66,62,73
2022-05-25 14:00:00,0,0,53,67,71,53,52,49,56,75,86
2022-05-25 15:00:00,0,24,72,75,64,46,31,58,43,73,81
2022-05-25 16:00:00,0,0,65,68,61,37,50,72,45,79,78
2022-05-25 17:00:00,0,0,63,82,69,47,54,56,76,67,73
2022-05-25 18:00:00,28,25,55,77,69,20,64,70,55,74,76
2022-05-25 19:00:00,0,0,75,66,69,53,52,74,66,67,84
2022-05-25 20:00:00,33,31,79,96,81,48,59,76,56,68,99
2022-05-25 21:00:00,0,0,92,95,83,79,65,64,52,77,82
2022-05-25 22:00:00,0,38,95,79,68,59,31,79,36,55,81
2022-05-25 23:00:00,0,0,57,79,70,30,63,70,57,76,74
2022-05-26 00:00:00,0,0,55,75,70,15,38,76,46,81,73
2022-05-26 01:00:00,0,0,54,99,72,43,49,54,64,79,64
2022-05-26 02:00:00,0,39,72,75,65,30,51,88,64,93,66
2022-05-26 03:00:00,0,40,68,84,75,62,56,67,59,81,60
2022-05-26 04:00:00,44,0,52,88,78,48,70,80,70,96,51
2022-05-26 05:00:00,0,0,78,70,77,75,62,78,43,85,49
2022-05-26 06:00:00,38,70,73,53,79,0,88,71,45,77,44
2022-05-26 07:00:00,0,33,93,52,71,90,100,74,40,75,43
2022-05-26 08:00:00,0,0,84,61,82,38,98,60,64,62,56
2022-05-26 09:00:00,34,0,100,50,77,24,44,75,43,66,44
2022-05-26 10:00:00,64,0,66,48,65,34,56,66,30,67,48
2022-05-26 11:00:00,0,27,84,57,76,10,75,88,74,64,51
2022-05-26 12:00:00,56,0,51,68,80,10,54,53,57,70,56
2022-05-26 13:00:00,0,48,75,70,81,37,75,61,66,80,77
2022-05-26 14:00:00,0,0,69,72,69,18,57,75,53,71,77
2022-05-26 15:00:00,0,24,70,91,80,9,56,58,43,76,84
2022-05-26 16:00:00,0,25,82,79,82,19,50,63,51,74,76
2022-05-26 17:00:00,28,0,76,80,84,40,44,66,60,61,81
2022-05-26 18:00:00,29,0,63,77,83,52,51,76,69,65,81
2022-05-26 19:00:00,0,28,52,78,81,54,51,63,67,67,84
2022-05-26 20:00:00,34,0,55,77,97,0,47,80,48,67,98
2022-05-26 21:00:00,76,0,56,95,86,55,81,83,72,73,90
2022-05-26 22:00:00,0,0,74,98,84,45,69,75,56,74,77
2022-05-26 23:00:00,0,40,48,71,87,16,57,62,55,70,78
2022-05-27 00:00:00,0,78,66,80,76,0,31,67,50,74,69
2022-05-27 01:00:00,0,38,54,69,77,0,64,78,42,77,64
2022-05-27 02:00:00,42,0,69,70,98,45,59,65,33,95,68
2022-05-27 03:00:00,0,0,58,74,91,47,53,86,59,94,57
2022-05-27 04:00:00,45,0,66,86,72,80,50,76,50,91,54
2022-05-27 05:00:00,43,0,76,59,94,15,67,66,68,81,48
2022-05-27 06:00:00,0,0,76,48,85,0,56,81,57,70,45
2022-05-27 07:00:00,72,0,72,47,80,65,70,84,57,75,47
2022-05-27 08:00:00,0,32,85,54,79,50,71,74,47,70,51
2022-05-27 09:00:00,0,0,76,35,81,24,54,62,43,69,48
2022-05-27 10:00:00,0,0,67,42,76,12,39,77,38,65,48
2022-05-27 11:00:00,0,0,75,48,72,21,61,49,59,63,52
2022-05-27 12:00:00,0,0,82,51,75,30,49,57,48,67,59
2022-05-27 13:00:00,0,0,77,54,70,86,44,68,48,56,66
2022-05-27 14:00:00,26,24,75,61,66,65,38,62,55,72,79
2022-05-27 15:00:00,26,0,52,60,67,37,43,57,31,68,82
2022-05-27 16:00:00,0,50,64,68,69,48,47,63,55,60,77
2022-05-27 17:00:00,28,26,43,58,68,40,49,53,70,64,78
2022-05-27 18:00:00,0,55,49,51,80,43,28,68,47,69,84
2022-05-27 19:00:00,0,30,67,55,74,69,48,50,82,70,93
2022-05-27 20:00:00,0,32,56,67,82,37,61,77,52,46,91
2022-05-27 21:00:00,0,36,49,77,78,14,54,44,47,57,89
2022-05-27 22:00:00,0,0,60,80,75,77,32,88,61,70,78
2022-05-27 23:00:00,0,0,74,71,83,49,30,78,62,57,80
2022-05-28 00:00:00,0,42,51,79,76,16,43,42,62,83,70
2022-05-28 01:00:00,91,0,60,78,73,32,34,77,43,71,67
2022-05-28 02:00:00,0,84,37,74,69,49,42,85,58,52,63
2022-05-28 03:00:00,0,43,73,54,71,34,30,55,67,55,59
2022-05-28 04:00:00,48,0,53,76,71,34,53,63,38,73,58
2022-05-28 05:00:00,0,0,68,60,78,0,68,71,40,75,52
2022-05-28 06:00:00,0,0,62,57,79,47,37,63,70,83,41
2022-05-28 07:00:00,42,0,65,39,89,60,62,68,53,69,45
2022-05-28 08:00:00,0,0,45,31,89,15,45,71,39,63,37
2022-05-28 09:00:00,0,0,49,49,89,42,54,43,59,62,47
2022-05-28 10:00:00,0,0,62,49,92,41,32,63,78,59,43
2022-05-28 11:00:00,0,32,64,37,86,62,32,57,47,50,42
2022-05-28 12:00:00,0,0,65,33,82,47,30,62,52,55,47
2022-05-28 13:00:00,0,29,57,33,98,44,37,56,74,60,49
2022-05-28 14:00:00,0,0,58,40,89,22,33,61,62,64,53
2022-05-28 15:00:00,31,0,52,53,100,33,37,79,48,61,54
2022-05-28 16:00:00,0,28,74,56,88,54,34,50,82,56,51
2022-05-28 17:00:00,0,0,50,39,92,33,51,51,41,57,57
2022-05-28 18:00:00,32,29,37,54,86,56,44,47,70,66,53
2022-05-28 19:00:00,0,0,36,43,77,0,34,55,65,43,53
2022-05-28 20:00:00,34,0,40,51,85,36,19,56,54,49,60
2022-05-28 21:00:00,0,0,43,52,77,26,17,76,61,41,50
2022-05-28 22:00:00,0,0,44,67,82,0,24,66,68,55,55
2022-05-28 23:00:00,0,42,64,67,74,82,34,85,65,74,70
2022-05-29 00:00:00,0,0,46,60,71,34,27,74,53,76,61
2022-05-29 00:00:00,0,0,41,59,64,27,27,67,44,72,56
2022-05-29 01:00:00,0,0,37,57,67,51,31,38,36,71,50
2022-05-29 02:00:00,51,57,47,53,65,26,35,55,24,72,46
2022-05-29 03:00:00,0,0,45,65,63,26,32,72,59,68,58
2022-05-29 04:00:00,0,59,43,69,80,13,32,41,35,65,47
2022-05-29 05:00:00,0,0,61,58,75,39,36,58,65,72,42
2022-05-29 06:00:00,0,0,60,36,68,0,38,85,60,68,37
2022-05-29 07:00:00,0,0,76,46,75,23,8,55,48,61,41
2022-05-29 08:00:00,44,49,32,36,57,66,76,70,47,69,37
2022-05-29 09:00:00,0,0,58,29,67,21,33,55,28,62,35
2022-05-29 10:00:00,0,0,56,38,68,41,28,57,63,61,39
2022-05-29 11:00:00,0,0,28,49,56,47,46,61,34,65,38
2022-05-29 12:00:00,0,0,52,36,66,35,40,52,46,63,39
2022-05-29 13:00:00,0,36,54,52,59,41,25,38,40,69,43
2022-05-29 14:00:00,0,69,42,58,61,23,27,50,37,63,39
2022-05-29 15:00:00,0,0,33,41,65,47,40,60,52,54,47
2022-05-29 16:00:00,31,0,50,47,64,39,46,54,53,51,46
2022-05-29 17:00:00,0,0,40,49,59,8,22,46,52,65,43
2022-05-29 18:00:00,33,0,42,60,63,16,45,57,39,55,48
2022-05-29 19:00:00,0,0,61,44,69,44,34,36,44,59,52
2022-05-29 20:00:00,38,0,45,64,68,58,43,51,66,56,51
2022-05-29 21:00:00,0,0,63,67,62,11,30,70,43,60,56
2022-05-29 22:00:00,0,0,43,64,61,35,36,56,52,53,50
2022-05-29 23:00:00,0,0,30,70,52,24,63,59,52,70,52
2022-05-30 00:00:00,0,52,41,66,54,24,20,61,47,80,51
2022-05-30 01:00:00,45,50,53,54,58,56,23,48,43,89,49
2022-05-30 02:00:00,0,99,50,82,64,34,74,50,40,71,49
2022-05-30 03:00:00,0,100,47,78,59,23,74,48,43,99,51
2022-05-30 04:00:00,0,50,81,64,62,34,70,63,32,80,45
2022-05-30 05:00:00,0,48,48,53,57,21,74,54,48,75,44
2022-05-30 06:00:00,0,43,62,44,60,29,50,50,59,71,36
2022-05-30 07:00:00,0,40,44,51,67,72,84,64,28,66,39
2022-05-30 08:00:00,0,0,55,48,77,45,77,65,53,70,44
2022-05-30 09:00:00,34,0,74,40,67,17,68,67,28,64,40
2022-05-30 10:00:00,33,0,51,46,73,42,66,46,35,62,39
2022-05-30 11:00:00,0,0,52,56,60,31,49,39,35,76,40
2022-05-30 12:00:00,58,0,55,51,61,51,53,50,34,68,45
2022-05-30 13:00:00,0,0,70,70,57,48,45,56,47,71,47
2022-05-30 14:00:00,54,0,61,66,64,33,51,55,46,81,53
2022-05-30 15:00:00,0,61,39,73,61,21,31,54,44,70,58
2022-05-30 16:00:00,0,0,46,76,66,36,42,55,62,66,53
2022-05-30 17:00:00,29,0,43,83,71,51,53,44,39,72,51
2022-05-30 18:00:00,0,0,65,86,70,16,59,42,42,62,54
2022-05-30 19:00:00,32,0,46,73,70,49,50,40,75,67,58
2022-05-30 20:00:00,0,0,41,78,80,18,70,48,64,63,62
2022-05-30 21:00:00,0,0,35,81,83,41,74,51,43,69,59
2022-05-30 22:00:00,0,50,28,80,81,45,58,70,27,63,57
2022-05-30 23:00:00,0,0,60,73,72,0,40,62,38,89,61
2022-05-31 00:00:00,0,0,52,100,65,34,39,66,13,93,54
2022-05-31 01:00:00,0,49,46,80,58,44,61,61,42,87,52
2022-05-31 02:00:00,0,0,47,77,56,33,42,70,34,98,48
2022-05-31 03:00:00,46,0,68,91,71,34,67,63,43,90,48
2022-05-31 04:00:00,0,0,85,62,69,12,68,51,27,83,44
2022-05-31 05:00:00,0,0,61,46,80,22,64,74,23,79,39
2022-05-31 06:00:00,39,43,55,58,73,20,67,52,28,86,39
2022-05-31 07:00:00,73,40,79,47,73,73,79,62,24,83,41
2022-05-31 08:00:00,0,0,55,50,60,18,93,83,55,73,41
2022-05-31 09:00:00,0,38,79,48,70,17,57,80,49,63,43
2022-05-31 10:00:00,0,37,68,48,69,100,49,61,33,73,41
2022-05-31 11:00:00,0,0,48,58,67,68,52,53,30,61,47
2022-05-31 12:00:00,0,0,42,52,70,28,49,62,37,75,50
2022-05-31 13:00:00,27,0,69,64,59,34,78,64,61,71,68
2022-05-31 14:00:00,0,0,65,63,67,27,68,56,53,86,73
2022-05-31 15:00:00,28,0,71,65,70,42,53,37,48,65,71
2022-05-31 16:00:00,28,31,45,74,59,49,49,45,45,69,72
2022-05-31 17:00:00,29,32,54,72,60,22,48,61,65,69,75
2022-05-31 18:00:00,0,0,57,70,64,0,39,54,55,60,67
2022-05-31 19:00:00,0,0,52,62,66,24,41,62,50,57,70
2022-05-31 20:00:00,0,0,49,71,68,35,54,35,49,54,75
2022-05-31 21:00:00,0,43,40,67,67,19,43,69,55,68,69
2022-05-31 22:00:00,0,0,54,89,71,0,57,57,37,76,68
2022-05-31 23:00:00,0,0,40,95,66,35,36,70,41,83,65
2022-06-01 00:00:00,46,0,59,79,55,46,44,70,43,85,63
2022-06-01 01:00:00,0,49,44,94,56,33,61,71,29,83,61
2022-06-01 02:00:00,0,0,36,87,59,22,62,66,40,79,52
2022-06-01 03:00:00,0,0,51,85,64,58,76,97,52,88,46
2022-06-01 04:00:00,46,0,48,57,62,58,44,78,38,93,50
2022-06-01 05:00:00,0,0,75,56,63,65,67,42,56,75,42
2022-06-01 06:00:00,0,0,39,59,52,40,55,67,54,76,42
2022-06-01 07:00:00,0,41,81,52,60,9,99,100,46,62,42
2022-06-01 08:00:00,72,0,64,43,56,36,68,85,43,67,42
2022-06-01 09:00:00,0,0,81,32,100,26,57,58,47,78,41
2022-06-01 10:00:00,0,0,58,52,62,42,63,52,47,59,41
2022-06-01 11:00:00,30,0,43,53,54,15,79,69,38,66,49
2022-06-01 12:00:00,0,0,30,56,63,14,47,50,48,69,52
2022-06-01 13:00:00,27,28,60,50,59,20,80,58,45,71,66
2022-06-01 14:00:00,27,28,59,59,56,27,54,74,49,77,72
2022-06-01 15:00:00,28,0,59,64,57,0,36,63,34,76,74
2022-06-01 16:00:00,0,0,56,73,59,21,67,44,49,69,69
2022-06-01 17:00:00,0,0,60,65,54,30,41,48,37,65,78
2022-06-01 18:00:00,0,63,50,56,57,37,44,87,39,62,69
2022-06-01 19:00:00,0,32,62,47,56,0,53,70,54,62,78
2022-06-01 20:00:00,0,70,39,78,60,8,58,71,54,61,78
2022-06-01 21:00:00,0,41,38,76,65,10,40,54,39,69,71
2022-06-01 22:00:00,0,0,59,71,51,11,61,73,60,69,84
2022-06-01 23:00:00,91,0,42,88,65,11,20,81,51,77,73
2022-06-02 00:00:00,0,0,41,72,65,22,38,58,63,82,69
2022-06-02 01:00:00,0,46,59,69,56,43,42,57,49,87,70
2022-06-02 02:00:00,45,47,41,92,56,11,66,93,37,81,67
2022-06-02 03:00:00,46,48,40,68,59,34,32,64,43,86,58
2022-06-02 04:00:00,0,0,71,67,57,46,52,62,44,95,56
2022-06-02 05:00:00,0,0,51,55,63,22,46,67,39,73,57
2022-06-02 06:00:00,0,83,59,44,57,49,100,46,45,77,45
2022-06-02 07:00:00,38,0,68,51,54,28,69,65,65,73,42
2022-06-02 08:00:00,0,0,48,46,53,37,64,68,41,78,45
2022-06-02 09:00:00,0,38,49,50,56,27,54,65,26,68,41
2022-06-02 10:00:00,0,0,63,52,59,34,77,62,47,72,44
2022-06-02 11:00:00,0,0,58,39,59,16,54,48,50,71,50
2022-06-02 12:00:00,0,31,55,46,56,66,44,66,47,75,53
2022-06-02 13:00:00,0,30,52,63,55,28,34,57,35,78,60
2022-06-02 14:00:00,55,0,54,63,53,21,60,51,60,63,70
2022-06-02 15:00:00,29,0,93,64,51,29,50,44,46,65,74
